date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2022-06-15,AAPL,2022-08-19,155.0,Put,20.85,21.4,0.3127,-0.8326,0.0141,-0.0317,0.141,-0.1981
2022-06-15,AAPL,2022-08-19,160.0,Call,1.1,1.15,0.3281,0.1278,0.0112,-0.0304,0.1192,0.0288
2022-06-15,AAPL,2022-08-19,160.0,Put,25.15,25.75,0.3032,-0.8945,0.0106,-0.0213,0.1101,-0.2100
2022-06-15,AAPL,2022-08-19,165.0,Call,0.68,0.72,0.327,0.0862,0.0084,-0.0228,0.0897,0.0195
2022-06-15,AAPL,2022-08-19,165.0,Put,29.6,30.3,0.2802,-0.9482,0.0067,-0.0097,0.0643,-0.2049
2022-06-15,AAPL,2022-08-19,170.0,Call,0.45,0.46,0.3306,0.0592,0.0062,-0.0173,0.0672,0.0134
2022-06-15,AAPL,2022-08-19,170.0,Put,34.45,35.4,0.3094,-0.9547,0.0054,-0.0095,0.0565,-0.2048
2022-06-15,AAPL,2022-08-19,175.0,Call,0.29,0.31,0.3354,0.0407,0.0046,-0.013,0.0499,0.0093
2022-06-15,AAPL,2022-08-19,175.0,Put,39.2,40.2,0.2816,-0.9831,0.0026,-0.0015,0.0262,-0.1306
2022-06-17,AAPL,2022-07-01,90.0,Call,40.9,41.95,0.6227,0.9993,0.0002,-0.0035,0.0007,0.0345
2022-06-17,AAPL,2022-07-01,90.0,Put,0.01,0.02,0.6173,-0.0007,0.0001,-0.0013,0.0006,0.0000
2022-06-17,AAPL,2022-07-01,95.0,Call,35.95,37.05,0.6227,0.9969,0.0006,-0.0076,0.0024,0.0362
2022-06-17,AAPL,2022-07-01,95.0,Put,0.01,0.04,0.6173,-0.0029,0.0006,-0.0051,0.0023,-0.0002
2022-06-17,AAPL,2022-07-01,100.0,Call,31.05,32.25,0.6227,0.9896,0.0017,-0.0179,0.0071,0.0378
2022-06-17,AAPL,2022-07-01,100.0,Put,0.05,0.06,0.6173,-0.0098,0.0017,-0.0149,0.0068,-0.0005
2022-06-17,AAPL,2022-07-01,105.0,Call,26.05,27.2,0.4846,0.9924,0.0017,-0.0117,0.0054,0.0398
2022-06-17,AAPL,2022-07-01,105.0,Put,0.08,0.11,0.5618,-0.0175,0.003,-0.0223,0.0111,-0.0009
2022-06-17,AAPL,2022-07-01,110.0,Call,21.15,22.35,0.5003,0.9699,0.0053,-0.0338,0.0176,0.0406
2022-06-17,AAPL,2022-07-01,110.0,Put,0.2,0.24,0.5333,-0.0384,0.0061,-0.0408,0.0215,-0.0020
2022-06-17,AAPL,2022-07-01,115.0,Call,16.35,17.85,0.5107,0.919,0.0114,-0.0728,0.0386,0.0398
2022-06-17,AAPL,2022-07-01,115.0,Put,0.4,0.42,0.4852,-0.0712,0.0109,-0.0605,0.035,-0.0037
2022-06-17,AAPL,2022-07-01,120.0,Call,11.85,12.85,0.434,0.8705,0.0189,-0.0866,0.0544,0.0392
2022-06-17,AAPL,2022-07-01,120.0,Put,0.8,0.83,0.4451,-0.1349,0.019,-0.0887,0.0562,-0.0067
2022-06-17,AAPL,2022-07-01,121.0,Call,10.95,12.0,0.4281,0.8517,0.021,-0.0934,0.0596,0.0386
2022-06-17,AAPL,2022-07-01,121.0,Put,0.91,0.96,0.4376,-0.1528,0.021,-0.095,0.0624,-0.0076
2022-06-17,AAPL,2022-07-01,124.0,Call,8.75,9.5,0.431,0.7725,0.0272,-0.1218,0.0777,0.0355
2022-06-17,AAPL,2022-07-01,124.0,Put,1.39,1.48,0.4191,-0.2216,0.0277,-0.1145,0.0751,-0.0109
2022-06-17,AAPL,2022-07-01,126.0,Call,7.2,7.9,0.4143,0.7179,0.0317,-0.1308,0.087,0.0333
2022-06-17,AAPL,2022-07-01,126.0,Put,1.77,1.99,0.4057,-0.2785,0.0323,-0.125,0.0863,-0.0136
2022-06-17,AAPL,2022-07-01,129.0,Call,5.2,5.65,0.3923,0.6173,0.0378,-0.1395,0.0983,0.0290
2022-06-17,AAPL,2022-07-01,129.0,Put,2.73,2.82,0.3867,-0.3817,0.0384,-0.1351,0.0986,-0.0184
2022-06-17,AAPL,2022-07-01,132.0,Call,3.5,3.6,0.3641,0.4973,0.0425,-0.1351,0.1028,0.0237
2022-06-17,AAPL,2022-07-01,132.0,Put,3.95,4.1,0.3708,-0.5025,0.042,-0.1353,0.1029,-0.0237
2022-06-17,AAPL,2022-07-01,134.0,Call,2.51,2.62,0.351,0.4096,0.043,-0.1267,0.1001,0.0197
2022-06-17,AAPL,2022-07-01,134.0,Put,5.0,5.2,0.3639,-0.5867,0.0418,-0.1293,0.1006,-0.0271
2022-06-17,AAPL,2022-07-01,137.0,Call,1.44,1.52,0.338,0.2829,0.0388,-0.1061,0.0871,0.0137
2022-06-17,AAPL,2022-07-01,137.0,Put,6.45,7.25,0.3342,-0.7206,0.0394,-0.1019,0.0851,-0.0313
2022-06-17,AAPL,2022-07-01,139.0,Call,0.94,1.02,0.3319,0.2092,0.0336,-0.0884,0.0741,0.0102
2022-06-17,AAPL,2022-07-01,139.0,Put,8.25,9.2,0.376,-0.7609,0.0323,-0.1057,0.0798,-0.0328
2022-06-17,AAPL,2022-07-01,142.0,Call,0.47,0.53,0.3264,0.1234,0.0243,-0.0617,0.0526,0.0060
2022-06-17,AAPL,2022-07-01,142.0,Put,10.4,11.55,0.3394,-0.8683,0.0247,-0.0647,0.055,-0.0332
2022-06-17,AAPL,2022-07-01,145.0,Call,0.24,0.26,0.3268,0.069,0.0158,-0.0401,0.0342,0.0034
2022-06-17,AAPL,2022-07-01,145.0,Put,13.35,14.6,0.4019,-0.885,0.019,-0.0698,0.0492,-0.0339
2022-06-17,AAPL,2022-07-01,148.0,Call,0.11,0.14,0.3309,0.0375,0.0096,-0.025,0.0211,0.0018
2022-06-17,AAPL,2022-07-01,148.0,Put,15.75,17.25,0.3106,-0.9741,0.0082,-0.0156,0.0169,-0.0213
2022-06-17,AAPL,2022-07-01,152.5,Call,0.05,0.07,0.3549,0.0185,0.005,-0.0148,0.0117,0.0009
2022-06-17,AAPL,2022-07-01,152.5,Put,20.2,21.65,0.3549,-0.9842,0.005,-0.0115,0.0114,-0.0175
2022-06-17,AAPL,2022-07-01,155.0,Call,0.04,0.05,0.3727,0.0137,0.0036,-0.012,0.009,0.0007
2022-06-17,AAPL,2022-07-01,155.0,Put,22.7,24.1,0.3727,-0.9889,0.0037,-0.0087,0.0079,-0.0144
2022-06-17,AAPL,2022-07-01,157.5,Call,0.01,0.04,0.3965,0.0114,0.0029,-0.011,0.0077,0.0006
2022-06-17,AAPL,2022-07-01,157.5,Put,25.65,26.95,0.4421,-0.9811,0.0045,-0.0172,0.0126,-0.0214
2022-06-17,AAPL,2022-07-01,160.0,Call,0.03,0.04,0.4202,0.0098,0.0024,-0.0102,0.0067,0.0005
2022-06-17,AAPL,2022-07-01,160.0,Put,27.95,29.15,0.5116,-0.9732,0.005,-0.0273,0.0161,-0.0262
2022-06-17,AAPL,2022-07-01,165.0,Call,0.02,0.03,0.4586,0.0067,0.0016,-0.0079,0.0048,0.0003
2022-06-17,AAPL,2022-07-01,165.0,Put,32.95,34.55,0.676,-0.9514,0.0059,-0.0606,0.0283,-0.0339
2022-06-17,AAPL,2022-07-01,170.0,Call,0.01,0.03,0.4586,0.0025,0.0007,-0.0033,0.002,0.0001
2022-06-17,AAPL,2022-07-01,170.0,Put,37.95,39.15,0.676,-0.9707,0.004,-0.0394,0.0169,-0.0299
2022-06-17,AAPL,2022-07-15,90.0,Call,41.15,42.25,0.6116,0.9901,0.0012,-0.0127,0.0096,0.0679
2022-06-17,AAPL,2022-07-15,90.0,Put,0.07,0.11,0.6227,-0.011,0.0013,-0.0117,0.0105,-0.0012
2022-06-17,AAPL,2022-07-15,95.0,Call,36.15,37.35,0.5705,0.984,0.0019,-0.0171,0.0146,0.0711
2022-06-17,AAPL,2022-07-15,95.0,Put,0.12,0.17,0.5833,-0.0178,0.0021,-0.0166,0.016,-0.0019
2022-06-17,AAPL,2022-07-15,100.0,Call,31.3,32.45,0.5506,0.9699,0.0034,-0.0268,0.0248,0.0734
2022-06-17,AAPL,2022-07-15,100.0,Put,0.23,0.3,0.5577,-0.0316,0.0035,-0.0257,0.0259,-0.0034
2022-06-17,AAPL,2022-07-15,105.0,Call,26.4,27.45,0.4831,0.9606,0.0048,-0.0292,0.031,0.0763
2022-06-17,AAPL,2022-07-15,105.0,Put,0.39,0.41,0.5145,-0.0486,0.0054,-0.0336,0.0367,-0.0052
2022-06-17,AAPL,2022-07-15,110.0,Call,21.65,22.8,0.4684,0.9265,0.0082,-0.0449,0.0508,0.0764
2022-06-17,AAPL,2022-07-15,110.0,Put,0.64,0.66,0.4799,-0.078,0.0083,-0.0453,0.0532,-0.0084
2022-06-17,AAPL,2022-07-15,115.0,Call,17.2,18.25,0.4507,0.8741,0.0126,-0.0631,0.0754,0.0746
2022-06-17,AAPL,2022-07-15,115.0,Put,1.07,1.1,0.4503,-0.1255,0.0126,-0.0603,0.0776,-0.0127
2022-06-17,AAPL,2022-07-15,120.0,Call,13.3,13.65,0.4267,0.8004,0.018,-0.0799,0.1019,0.0704
2022-06-17,AAPL,2022-07-15,120.0,Put,1.77,1.82,0.4228,-0.1975,0.0181,-0.0761,0.1041,-0.0197
2022-06-17,AAPL,2022-07-15,125.0,Call,9.45,9.6,0.3945,0.7016,0.0241,-0.0911,0.1264,0.0635
2022-06-17,AAPL,2022-07-15,125.0,Put,2.9,2.95,0.3975,-0.2996,0.0241,-0.0893,0.1276,-0.0296
2022-06-17,AAPL,2022-07-15,130.0,Call,6.2,6.3,0.373,0.569,0.0289,-0.0971,0.1432,0.0526
2022-06-17,AAPL,2022-07-15,130.0,Put,4.6,4.65,0.3742,-0.4315,0.029,-0.0948,0.1427,-0.0417
2022-06-17,AAPL,2022-07-15,135.0,Call,3.6,3.7,0.3502,0.4166,0.0306,-0.0902,0.1422,0.0392
2022-06-17,AAPL,2022-07-15,135.0,Put,6.95,7.1,0.3512,-0.5839,0.0307,-0.0877,0.1428,-0.0542
2022-06-17,AAPL,2022-07-15,140.0,Call,1.86,1.91,0.3327,0.2671,0.0271,-0.072,0.1198,0.0255
2022-06-17,AAPL,2022-07-15,140.0,Put,10.15,10.35,0.3331,-0.7341,0.0273,-0.0692,0.1216,-0.0635
2022-06-17,AAPL,2022-07-15,145.0,Call,0.85,0.89,0.3217,0.1492,0.0198,-0.0491,0.0847,0.0144
2022-06-17,AAPL,2022-07-15,145.0,Put,14.15,14.35,0.3238,-0.8516,0.02,-0.0467,0.0876,-0.0653
2022-06-17,AAPL,2022-07-15,150.0,Call,0.38,0.41,0.3214,0.0775,0.0124,-0.0306,0.0529,0.0075
2022-06-17,AAPL,2022-07-15,150.0,Put,18.35,19.35,0.3373,-0.9147,0.0132,-0.0321,0.0603,-0.0608
2022-06-17,AAPL,2022-07-15,155.0,Call,0.19,0.2,0.3308,0.0412,0.0073,-0.0191,0.0322,0.0040
2022-06-17,AAPL,2022-07-15,155.0,Put,23.0,24.25,0.347,-0.9544,0.0082,-0.0197,0.0383,-0.0510
2022-06-17,AAPL,2022-07-15,160.0,Call,0.1,0.11,0.3449,0.0231,0.0043,-0.0123,0.0199,0.0022
2022-06-17,AAPL,2022-07-15,160.0,Put,27.7,29.15,0.3449,-0.9812,0.0045,-0.0088,0.0173,-0.0321
2022-06-17,AAPL,2022-07-15,165.0,Call,0.06,0.07,0.3643,0.0143,0.0027,-0.0087,0.0133,0.0014
2022-06-17,AAPL,2022-07-15,165.0,Put,32.9,34.15,0.4088,-0.9774,0.0042,-0.0125,0.0215,-0.0395
2022-06-17,AAPL,2022-07-15,170.0,Call,0.04,0.05,0.3865,0.0098,0.0019,-0.0066,0.0095,0.0010
2022-06-17,AAPL,2022-07-15,170.0,Put,37.9,39.15,0.4528,-0.9793,0.0035,-0.0129,0.018,-0.0399
2022-06-17,AAPL,2022-08-19,90.0,Call,41.6,42.85,0.5773,0.9584,0.0029,-0.0246,0.0499,0.1169
2022-06-17,AAPL,2022-08-19,90.0,Put,0.53,0.55,0.5592,-0.0402,0.0028,-0.0208,0.0472,-0.0100
2022-06-17,AAPL,2022-08-19,95.0,Call,37.15,38.1,0.5725,0.9345,0.0042,-0.0342,0.0698,0.1206
2022-06-17,AAPL,2022-08-19,95.0,Put,0.76,0.82,0.5355,-0.0579,0.004,-0.0267,0.0632,-0.0145
2022-06-17,AAPL,2022-08-19,100.0,Call,32.15,33.35,0.5157,0.9205,0.0054,-0.0357,0.0835,0.1273
2022-06-17,AAPL,2022-08-19,100.0,Put,1.08,1.15,0.5097,-0.0808,0.0054,-0.0328,0.0818,-0.0202
2022-06-17,AAPL,2022-08-19,105.0,Call,27.95,28.8,0.5072,0.8832,0.0072,-0.0458,0.1088,0.1287
2022-06-17,AAPL,2022-08-19,105.0,Put,1.54,1.58,0.4848,-0.1115,0.0072,-0.0395,0.1036,-0.0280
2022-06-17,AAPL,2022-08-19,110.0,Call,23.75,24.45,0.4887,0.8403,0.0093,-0.0542,0.1357,0.1291
2022-06-17,AAPL,2022-08-19,110.0,Put,2.17,2.22,0.4629,-0.1525,0.0094,-0.047,0.127,-0.0359
2022-06-17,AAPL,2022-08-19,115.0,Call,19.2,20.25,0.4495,0.7952,0.0118,-0.0581,0.156,0.1282
2022-06-17,AAPL,2022-08-19,115.0,Put,3.0,3.1,0.4417,-0.2052,0.0119,-0.054,0.1523,-0.0481
2022-06-17,AAPL,2022-08-19,120.0,Call,15.8,16.4,0.4418,0.7259,0.014,-0.0664,0.1857,0.1231
2022-06-17,AAPL,2022-08-19,120.0,Put,4.15,4.25,0.4222,-0.271,0.0145,-0.06,0.1778,-0.0631
2022-06-17,AAPL,2022-08-19,125.0,Call,12.2,12.6,0.4116,0.6518,0.0167,-0.0684,0.204,0.1156
2022-06-17,AAPL,2022-08-19,125.0,Put,5.65,5.8,0.4047,-0.3499,0.0169,-0.0641,0.2047,-0.0809
2022-06-17,AAPL,2022-08-19,130.0,Call,9.2,9.4,0.3927,0.5628,0.0186,-0.0691,0.2153,0.1036
2022-06-17,AAPL,2022-08-19,130.0,Put,7.55,7.7,0.3858,-0.44,0.0188,-0.0648,0.2156,-0.1012
2022-06-17,AAPL,2022-08-19,135.0,Call,6.6,6.75,0.3757,0.4659,0.0196,-0.0665,0.2179,0.0885
2022-06-17,AAPL,2022-08-19,135.0,Put,9.9,10.1,0.3687,-0.5383,0.0199,-0.062,0.2179,-0.1231
2022-06-17,AAPL,2022-08-19,140.0,Call,4.5,4.6,0.3598,0.3666,0.0193,-0.0601,0.2035,0.0716
2022-06-17,AAPL,2022-08-19,140.0,Put,12.7,13.05,0.3521,-0.6394,0.0196,-0.0553,0.2033,-0.1451
2022-06-17,AAPL,2022-08-19,145.0,Call,2.96,3.05,0.3498,0.2749,0.0176,-0.0516,0.186,0.0555
2022-06-17,AAPL,2022-08-19,145.0,Put,16.1,16.4,0.3367,-0.7365,0.0179,-0.0455,0.1825,-0.1657
2022-06-17,AAPL,2022-08-19,150.0,Call,1.85,1.91,0.3401,0.1948,0.0149,-0.0413,0.149,0.0403
2022-06-17,AAPL,2022-08-19,150.0,Put,19.55,20.3,0.3093,-0.8328,0.0149,-0.0309,0.1346,-0.1853
2022-06-17,AAPL,2022-08-19,155.0,Call,1.15,1.18,0.3358,0.1339,0.0118,-0.0317,0.1178,0.0283
2022-06-17,AAPL,2022-08-19,155.0,Put,24.15,25.0,0.3293,-0.873,0.0117,-0.0269,0.1176,-0.1967
2022-06-17,AAPL,2022-08-19,160.0,Call,0.65,0.73,0.3312,0.0875,0.0088,-0.023,0.0867,0.0186
2022-06-17,AAPL,2022-08-19,160.0,Put,28.65,29.65,0.3283,-0.916,0.0087,-0.0188,0.084,-0.2050
2022-06-17,AAPL,2022-08-19,165.0,Call,0.41,0.46,0.3339,0.0586,0.0064,-0.0171,0.0638,0.0125
2022-06-17,AAPL,2022-08-19,165.0,Put,33.15,34.35,0.3042,-0.9598,0.0053,-0.008,0.0512,-0.1948
2022-06-17,AAPL,2022-08-19,170.0,Call,0.27,0.3,0.3395,0.0401,0.0047,-0.0128,0.0471,0.0086
2022-06-17,AAPL,2022-08-19,170.0,Put,38.35,38.95,0.3115,-0.9737,0.0036,-0.0046,0.0363,-0.1757
2022-06-20,AAPL,2022-07-01,90.0,Call,40.9,41.95,0.6228,0.9993,0.0002,-0.0035,0.0007,0.0344
2022-06-20,AAPL,2022-07-01,90.0,Put,0.01,0.02,0.6174,-0.0007,0.0001,-0.0013,0.0006,0.0000
2022-06-20,AAPL,2022-07-01,95.0,Call,35.95,37.05,0.6228,0.9969,0.0006,-0.0076,0.0024,0.0362
2022-06-20,AAPL,2022-07-01,95.0,Put,0.01,0.04,0.6174,-0.0029,0.0006,-0.0051,0.0023,-0.0002
2022-06-20,AAPL,2022-07-01,100.0,Call,31.05,32.25,0.6228,0.9896,0.0017,-0.018,0.0071,0.0378
2022-06-20,AAPL,2022-07-01,100.0,Put,0.05,0.06,0.6174,-0.0098,0.0017,-0.0149,0.0068,-0.0005
2022-06-20,AAPL,2022-07-01,105.0,Call,26.05,27.2,0.4846,0.9924,0.0017,-0.0117,0.0054,0.0398
2022-06-20,AAPL,2022-07-01,105.0,Put,0.08,0.11,0.5619,-0.0175,0.003,-0.0223,0.0111,-0.0009
2022-06-20,AAPL,2022-07-01,110.0,Call,21.15,22.35,0.5004,0.9699,0.0053,-0.0338,0.0176,0.0406
2022-06-20,AAPL,2022-07-01,110.0,Put,0.2,0.24,0.5334,-0.0384,0.0061,-0.0408,0.0215,-0.0020
2022-06-20,AAPL,2022-07-01,115.0,Call,16.35,17.85,0.5108,0.919,0.0114,-0.0729,0.0386,0.0398
2022-06-20,AAPL,2022-07-01,115.0,Put,0.4,0.42,0.4852,-0.0712,0.0109,-0.0605,0.035,-0.0037
2022-06-20,AAPL,2022-07-01,120.0,Call,11.85,12.85,0.434,0.8705,0.0189,-0.0866,0.0544,0.0392
2022-06-20,AAPL,2022-07-01,120.0,Put,0.8,0.83,0.4451,-0.1349,0.019,-0.0888,0.0562,-0.0067
2022-06-20,AAPL,2022-07-01,121.0,Call,10.95,12.0,0.4282,0.8517,0.021,-0.0934,0.0596,0.0385
2022-06-20,AAPL,2022-07-01,121.0,Put,0.91,0.96,0.4377,-0.1528,0.021,-0.095,0.0624,-0.0076
2022-06-20,AAPL,2022-07-01,124.0,Call,8.75,9.5,0.4311,0.7725,0.0272,-0.1218,0.0777,0.0355
2022-06-20,AAPL,2022-07-01,124.0,Put,1.39,1.48,0.4191,-0.2216,0.0277,-0.1145,0.0751,-0.0109
2022-06-20,AAPL,2022-07-01,126.0,Call,7.2,7.9,0.4144,0.7179,0.0317,-0.1308,0.087,0.0333
2022-06-20,AAPL,2022-07-01,126.0,Put,1.77,1.99,0.4058,-0.2785,0.0323,-0.1251,0.0862,-0.0136
2022-06-20,AAPL,2022-07-01,129.0,Call,5.2,5.65,0.3924,0.6173,0.0378,-0.1395,0.0983,0.0290
2022-06-20,AAPL,2022-07-01,129.0,Put,2.73,2.82,0.3867,-0.3817,0.0384,-0.1351,0.0985,-0.0184
2022-06-20,AAPL,2022-07-01,132.0,Call,3.5,3.6,0.3641,0.4973,0.0425,-0.1351,0.1027,0.0237
2022-06-20,AAPL,2022-07-01,132.0,Put,3.95,4.1,0.3709,-0.5025,0.042,-0.1353,0.1028,-0.0237
2022-06-20,AAPL,2022-07-01,134.0,Call,2.51,2.62,0.351,0.4096,0.043,-0.1268,0.1001,0.0197
2022-06-20,AAPL,2022-07-01,134.0,Put,5.0,5.2,0.364,-0.5867,0.0418,-0.1294,0.1006,-0.0271
2022-06-20,AAPL,2022-07-01,137.0,Call,1.44,1.52,0.3381,0.2829,0.0388,-0.1061,0.0871,0.0137
2022-06-20,AAPL,2022-07-01,137.0,Put,6.45,7.25,0.3342,-0.7206,0.0394,-0.1019,0.085,-0.0313
2022-06-20,AAPL,2022-07-01,139.0,Call,0.94,1.02,0.3319,0.2092,0.0336,-0.0884,0.074,0.0102
2022-06-20,AAPL,2022-07-01,139.0,Put,7.95,9.2,0.3572,-0.7737,0.033,-0.0973,0.0798,-0.0329
2022-06-20,AAPL,2022-07-01,142.0,Call,0.47,0.53,0.3265,0.1234,0.0243,-0.0617,0.0526,0.0060
2022-06-20,AAPL,2022-07-01,142.0,Put,10.4,11.55,0.3394,-0.8683,0.0247,-0.0648,0.055,-0.0332
2022-06-20,AAPL,2022-07-01,145.0,Call,0.24,0.26,0.3269,0.069,0.0158,-0.0402,0.0342,0.0034
2022-06-20,AAPL,2022-07-01,145.0,Put,13.35,14.6,0.4019,-0.885,0.019,-0.0698,0.0492,-0.0339
2022-06-20,AAPL,2022-07-01,148.0,Call,0.11,0.14,0.331,0.0375,0.0096,-0.025,0.0211,0.0018
2022-06-20,AAPL,2022-07-01,148.0,Put,15.75,17.25,0.3106,-0.9741,0.0082,-0.0156,0.0169,-0.0213
2022-06-20,AAPL,2022-07-01,152.5,Call,0.05,0.07,0.3549,0.0185,0.005,-0.0148,0.0117,0.0009
2022-06-20,AAPL,2022-07-01,152.5,Put,20.2,21.65,0.3549,-0.9842,0.005,-0.0115,0.0114,-0.0175
2022-06-20,AAPL,2022-07-01,155.0,Call,0.04,0.05,0.3727,0.0137,0.0036,-0.012,0.009,0.0007
2022-06-20,AAPL,2022-07-01,155.0,Put,22.7,24.1,0.3727,-0.9889,0.0037,-0.0087,0.0079,-0.0144
2022-06-20,AAPL,2022-07-01,157.5,Call,0.01,0.04,0.3965,0.0114,0.0029,-0.011,0.0077,0.0006
2022-06-20,AAPL,2022-07-01,157.5,Put,25.65,26.95,0.4422,-0.9811,0.0045,-0.0172,0.0126,-0.0214
2022-06-20,AAPL,2022-07-01,160.0,Call,0.03,0.04,0.4203,0.0098,0.0024,-0.0102,0.0067,0.0005
2022-06-20,AAPL,2022-07-01,160.0,Put,27.95,29.15,0.5116,-0.9732,0.005,-0.0273,0.0161,-0.0262
2022-06-20,AAPL,2022-07-01,165.0,Call,0.02,0.03,0.4587,0.0067,0.0016,-0.0079,0.0048,0.0003
2022-06-20,AAPL,2022-07-01,165.0,Put,32.95,34.55,0.676,-0.9514,0.0059,-0.0606,0.0283,-0.0339
2022-06-20,AAPL,2022-07-01,170.0,Call,0.01,0.03,0.4587,0.0025,0.0007,-0.0033,0.002,0.0001
2022-06-20,AAPL,2022-07-01,170.0,Put,37.95,39.15,0.676,-0.9707,0.004,-0.0395,0.0169,-0.0299
2022-06-20,AAPL,2022-07-15,90.0,Call,41.15,42.25,0.6116,0.9901,0.0012,-0.0127,0.0096,0.0679
2022-06-20,AAPL,2022-07-15,90.0,Put,0.07,0.11,0.6228,-0.011,0.0013,-0.0117,0.0105,-0.0012
2022-06-20,AAPL,2022-07-15,95.0,Call,36.15,37.35,0.5705,0.984,0.0019,-0.0171,0.0146,0.0711
2022-06-20,AAPL,2022-07-15,95.0,Put,0.12,0.17,0.5834,-0.0178,0.0021,-0.0166,0.016,-0.0019
2022-06-20,AAPL,2022-07-15,100.0,Call,31.3,32.45,0.5506,0.9699,0.0034,-0.0268,0.0248,0.0734
2022-06-20,AAPL,2022-07-15,100.0,Put,0.23,0.3,0.5578,-0.0316,0.0035,-0.0257,0.0259,-0.0034
2022-06-20,AAPL,2022-07-15,105.0,Call,26.4,27.45,0.4831,0.9606,0.0048,-0.0292,0.031,0.0763
2022-06-20,AAPL,2022-07-15,105.0,Put,0.39,0.41,0.5145,-0.0486,0.0054,-0.0336,0.0367,-0.0052
2022-06-20,AAPL,2022-07-15,110.0,Call,21.65,22.8,0.4684,0.9265,0.0082,-0.0449,0.0508,0.0764
2022-06-20,AAPL,2022-07-15,110.0,Put,0.64,0.66,0.4799,-0.078,0.0083,-0.0453,0.0532,-0.0084
2022-06-20,AAPL,2022-07-15,115.0,Call,17.2,18.25,0.4507,0.8741,0.0126,-0.0631,0.0754,0.0746
2022-06-20,AAPL,2022-07-15,115.0,Put,1.07,1.1,0.4503,-0.1255,0.0126,-0.0603,0.0776,-0.0127
2022-06-20,AAPL,2022-07-15,120.0,Call,13.3,13.65,0.4268,0.8004,0.018,-0.0799,0.1019,0.0704
2022-06-20,AAPL,2022-07-15,120.0,Put,1.77,1.82,0.4228,-0.1975,0.0181,-0.0761,0.1041,-0.0197
2022-06-20,AAPL,2022-07-15,125.0,Call,9.45,9.65,0.3965,0.7009,0.024,-0.0916,0.1265,0.0634
2022-06-20,AAPL,2022-07-15,125.0,Put,2.9,2.95,0.3975,-0.2996,0.0241,-0.0893,0.1276,-0.0296
2022-06-20,AAPL,2022-07-15,130.0,Call,6.2,6.3,0.3731,0.569,0.0289,-0.0971,0.1432,0.0526
2022-06-20,AAPL,2022-07-15,130.0,Put,4.6,4.65,0.3742,-0.4315,0.029,-0.0948,0.1427,-0.0417
2022-06-20,AAPL,2022-07-15,135.0,Call,3.6,3.7,0.3502,0.4166,0.0306,-0.0902,0.1421,0.0392
2022-06-20,AAPL,2022-07-15,135.0,Put,6.95,7.1,0.3512,-0.5839,0.0307,-0.0877,0.1428,-0.0542
2022-06-20,AAPL,2022-07-15,140.0,Call,1.86,1.91,0.3327,0.2671,0.0271,-0.072,0.1198,0.0255
2022-06-20,AAPL,2022-07-15,140.0,Put,10.15,10.35,0.3331,-0.7341,0.0273,-0.0692,0.1215,-0.0635
2022-06-20,AAPL,2022-07-15,145.0,Call,0.85,0.89,0.3217,0.1492,0.0198,-0.0491,0.0847,0.0144
2022-06-20,AAPL,2022-07-15,145.0,Put,14.15,14.35,0.3238,-0.8516,0.02,-0.0467,0.0876,-0.0653
2022-06-20,AAPL,2022-07-15,150.0,Call,0.38,0.41,0.3214,0.0775,0.0124,-0.0306,0.0529,0.0075
2022-06-20,AAPL,2022-07-15,150.0,Put,18.35,19.35,0.3374,-0.9147,0.0132,-0.0321,0.0603,-0.0608
2022-06-20,AAPL,2022-07-15,155.0,Call,0.19,0.2,0.3308,0.0412,0.0073,-0.0191,0.0322,0.0040
2022-06-20,AAPL,2022-07-15,155.0,Put,23.0,24.25,0.347,-0.9544,0.0082,-0.0197,0.0383,-0.0510
2022-06-20,AAPL,2022-07-15,160.0,Call,0.1,0.11,0.3449,0.0231,0.0043,-0.0123,0.0199,0.0022
2022-06-20,AAPL,2022-07-15,160.0,Put,27.7,29.15,0.3449,-0.9812,0.0045,-0.0088,0.0173,-0.0321
2022-06-20,AAPL,2022-07-15,165.0,Call,0.06,0.07,0.3643,0.0143,0.0027,-0.0087,0.0133,0.0014
2022-06-20,AAPL,2022-07-15,165.0,Put,32.9,34.15,0.4089,-0.9775,0.0042,-0.0125,0.0215,-0.0395
2022-06-20,AAPL,2022-07-15,170.0,Call,0.04,0.05,0.3865,0.0098,0.0019,-0.0066,0.0095,0.0010
2022-06-20,AAPL,2022-07-15,170.0,Put,37.9,39.15,0.4529,-0.9793,0.0035,-0.0129,0.018,-0.0399
2022-06-20,AAPL,2022-08-19,90.0,Call,41.6,42.85,0.5773,0.9584,0.0029,-0.0246,0.0499,0.1169
2022-06-20,AAPL,2022-08-19,90.0,Put,0.53,0.55,0.5592,-0.0402,0.0028,-0.0208,0.0472,-0.0100
2022-06-20,AAPL,2022-08-19,95.0,Call,37.15,38.1,0.5725,0.9345,0.0042,-0.0342,0.0698,0.1206
2022-06-20,AAPL,2022-08-19,95.0,Put,0.76,0.82,0.5356,-0.0579,0.004,-0.0267,0.0632,-0.0145
2022-06-20,AAPL,2022-08-19,100.0,Call,32.15,33.35,0.5157,0.9205,0.0054,-0.0357,0.0835,0.1273
2022-06-20,AAPL,2022-08-19,100.0,Put,1.08,1.15,0.5098,-0.0808,0.0054,-0.0328,0.0818,-0.0202
