date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2023-02-08,AAPL,2023-03-24,120.0,Put,0.29,0.37,0.4032,-0.037,0.0038,-0.0188,0.0426,-0.0072
2023-02-08,AAPL,2023-03-24,125.0,Call,27.0,29.05,0.3942,0.9364,0.006,-0.044,0.0656,0.1373
2023-02-08,AAPL,2023-03-24,125.0,Put,0.46,0.55,0.378,-0.0564,0.0057,-0.0246,0.0621,-0.0102
2023-02-08,AAPL,2023-03-24,129.0,Call,23.15,25.2,0.3614,0.9194,0.0079,-0.0471,0.0787,0.1389
2023-02-08,AAPL,2023-03-24,129.0,Put,0.68,0.77,0.3602,-0.08,0.0079,-0.0306,0.0832,-0.0143
2023-02-08,AAPL,2023-03-24,133.0,Call,19.7,20.8,0.3165,0.9041,0.0102,-0.0472,0.0896,0.1408
2023-02-08,AAPL,2023-03-24,133.0,Put,1.0,1.1,0.3438,-0.1134,0.0107,-0.0375,0.1073,-0.0201
2023-02-08,AAPL,2023-03-24,137.0,Call,16.8,17.45,0.3379,0.8358,0.014,-0.0642,0.1328,0.1322
2023-02-08,AAPL,2023-03-24,137.0,Put,1.49,1.63,0.3312,-0.1611,0.0141,-0.0456,0.1329,-0.0283
2023-02-08,AAPL,2023-03-24,140.0,Call,13.75,14.8,0.3024,0.8086,0.0172,-0.0634,0.1456,0.1307
2023-02-08,AAPL,2023-03-24,140.0,Put,1.9,2.13,0.3181,-0.2037,0.0171,-0.0503,0.1471,-0.0353
2023-02-08,AAPL,2023-03-24,143.0,Call,11.5,12.45,0.298,0.7513,0.0203,-0.0698,0.1693,0.1231
2023-02-08,AAPL,2023-03-24,143.0,Put,2.65,2.79,0.3124,-0.2597,0.02,-0.056,0.1703,-0.0444
2023-02-08,AAPL,2023-03-24,146.0,Call,9.85,10.25,0.3037,0.681,0.0224,-0.0771,0.1893,0.1126
2023-02-08,AAPL,2023-03-24,146.0,Put,3.45,3.7,0.3053,-0.3233,0.0227,-0.06,0.1898,-0.0542
2023-02-08,AAPL,2023-03-24,149.0,Call,7.4,8.3,0.2843,0.6139,0.0257,-0.0763,0.2029,0.1031
2023-02-08,AAPL,2023-03-24,149.0,Put,4.55,4.75,0.2995,-0.3948,0.0249,-0.0623,0.2032,-0.0645
2023-02-08,AAPL,2023-03-24,152.5,Call,6.05,6.35,0.2933,0.5221,0.0259,-0.0796,0.21,0.0883
2023-02-08,AAPL,2023-03-24,152.5,Put,6.0,6.25,0.2899,-0.4855,0.0269,-0.0611,0.2095,-0.0761
2023-02-08,AAPL,2023-03-24,155.0,Call,4.8,5.05,0.286,0.4563,0.0265,-0.0764,0.2073,0.0778
2023-02-08,AAPL,2023-03-24,155.0,Put,7.3,7.55,0.2858,-0.5532,0.0273,-0.0587,0.2061,-0.0834
2023-02-08,AAPL,2023-03-24,157.5,Call,3.75,4.35,0.2901,0.3951,0.0253,-0.0743,0.2044,0.0677
2023-02-08,AAPL,2023-03-24,157.5,Put,8.65,9.0,0.2782,-0.6231,0.0273,-0.0535,0.2013,-0.0889
2023-02-08,AAPL,2023-03-24,160.0,Call,2.78,3.05,0.2735,0.3248,0.0251,-0.0651,0.1905,0.0562
2023-02-08,AAPL,2023-03-24,160.0,Put,10.1,10.65,0.269,-0.6942,0.0267,-0.0462,0.1852,-0.0918
2023-02-08,AAPL,2023-03-24,165.0,Call,1.66,1.78,0.2734,0.2178,0.0205,-0.0524,0.1596,0.0380
2023-02-08,AAPL,2023-03-24,165.0,Put,14.05,14.45,0.2681,-0.8103,0.0224,-0.0332,0.1462,-0.0877
2023-02-08,AAPL,2023-03-24,167.5,Call,1.22,1.31,0.2711,0.1719,0.0179,-0.0446,0.1342,0.0302
2023-02-08,AAPL,2023-03-24,167.5,Put,15.05,17.75,0.2694,-0.8566,0.0198,-0.0265,0.1185,-0.0807
2023-02-08,AAPL,2023-03-24,170.0,Call,0.88,0.97,0.2702,0.1342,0.0152,-0.0375,0.1138,0.0234
2023-02-08,AAPL,2023-03-24,170.0,Put,18.35,18.85,0.266,-0.9025,0.0173,-0.0187,0.0899,-0.0667
2023-02-08,AAPL,2023-03-24,175.0,Call,0.46,0.51,0.2701,0.0784,0.0103,-0.0251,0.0771,0.0137
2023-02-08,AAPL,2023-03-24,175.0,Put,22.25,24.65,0.2925,-0.9375,0.013,-0.0138,0.0666,-0.0532
2023-02-08,AAPL,2023-03-24,177.5,Call,0.34,0.39,0.2734,0.0609,0.0084,-0.0209,0.0634,0.0107
2023-02-08,AAPL,2023-03-24,177.5,Put,24.4,27.1,0.2734,-0.9829,0.0096,-0.0003,0.0247,-0.0191
2023-02-08,AAPL,2023-03-24,180.0,Call,0.24,0.28,0.2739,0.0454,0.0066,-0.0165,0.0502,0.0080
2023-02-08,AAPL,2023-03-24,180.0,Put,26.85,29.6,0.2739,-0.996,0.0028,0.0,0.0089,-0.0094
2023-02-08,AAPL,2023-03-24,185.0,Call,0.13,0.17,0.2818,0.0273,0.0042,-0.0111,0.0332,0.0048
2023-02-08,AAPL,2023-03-24,185.0,Put,31.85,34.6,0.2818,-1.0,0.0,0.0,0.0,-0.0045
2023-02-08,AAPL,2023-03-24,190.0,Call,0.1,0.11,0.2973,0.019,0.003,-0.0086,0.0244,0.0033
2023-02-08,AAPL,2023-03-24,190.0,Put,36.8,39.6,0.2973,-1.0,0.0,0.0,0.0,-0.0046
2023-02-08,AAPL,2023-03-24,195.0,Call,0.06,0.08,0.3092,0.0128,0.002,-0.0063,0.0174,0.0022
2023-02-08,AAPL,2023-03-24,195.0,Put,41.8,44.6,0.3092,-1.0,0.0,0.0,0.0,-0.0047
2023-02-08,AAPL,2023-03-24,200.0,Call,0.02,0.06,0.3092,0.0068,0.0012,-0.0036,0.01,0.0012
2023-02-08,AAPL,2023-03-24,200.0,Put,46.8,49.6,0.3092,-1.0,0.0,0.0,0.0,-0.0048
2023-02-10,AAPL,2023-02-24,105.0,Call,45.5,47.15,0.6056,0.9992,0.0002,-0.0151,0.0009,0.0401
2023-02-10,AAPL,2023-02-24,105.0,Put,0.01,0.04,0.6056,-0.0008,0.0002,-0.0018,0.0009,-0.0001
2023-02-10,AAPL,2023-02-24,110.0,Call,40.0,42.2,0.6056,0.997,0.0005,-0.0197,0.0027,0.0419
2023-02-10,AAPL,2023-02-24,110.0,Put,0.02,0.04,0.6056,-0.003,0.0005,-0.0058,0.0027,-0.0002
2023-02-10,AAPL,2023-02-24,113.0,Call,37.15,39.15,0.6056,0.9941,0.0009,-0.0248,0.0049,0.0429
2023-02-10,AAPL,2023-02-24,113.0,Put,0.03,0.04,0.6056,-0.0059,0.0009,-0.0106,0.0049,-0.0004
2023-02-10,AAPL,2023-02-24,117.0,Call,33.4,35.3,0.6477,0.9817,0.0023,-0.0452,0.0133,0.0437
2023-02-10,AAPL,2023-02-24,117.0,Put,0.03,0.05,0.5491,-0.0073,0.0012,-0.0115,0.006,-0.0004
2023-02-10,AAPL,2023-02-24,121.0,Call,29.45,31.1,0.5565,0.9823,0.0027,-0.0406,0.0129,0.0452
2023-02-10,AAPL,2023-02-24,121.0,Put,0.05,0.1,0.5105,-0.0112,0.0019,-0.0156,0.0087,-0.0007
2023-02-10,AAPL,2023-02-24,125.0,Call,26.2,27.25,0.6447,0.9423,0.0061,-0.0933,0.0341,0.0443
2023-02-10,AAPL,2023-02-24,125.0,Put,0.09,0.1,0.4756,-0.0181,0.0032,-0.0219,0.0131,-0.0011
2023-02-10,AAPL,2023-02-24,128.0,Call,22.35,24.25,0.3996,0.9852,0.0032,-0.0317,0.0111,0.0481
2023-02-10,AAPL,2023-02-24,128.0,Put,0.11,0.19,0.4573,-0.028,0.0048,-0.0305,0.019,-0.0017
2023-02-10,AAPL,2023-02-24,132.0,Call,18.65,19.6,0.4009,0.9621,0.007,-0.0508,0.0244,0.0483
2023-02-10,AAPL,2023-02-24,132.0,Put,0.18,0.19,0.4009,-0.0379,0.007,-0.0342,0.0244,-0.0023
2023-02-10,AAPL,2023-02-24,136.0,Call,14.35,16.35,0.2919,0.9707,0.0077,-0.0372,0.0197,0.0503
2023-02-10,AAPL,2023-02-24,136.0,Put,0.3,0.32,0.3658,-0.0638,0.0116,-0.0472,0.0376,-0.0036
2023-02-10,AAPL,2023-02-24,139.0,Call,12.6,12.95,0.3503,0.8976,0.0172,-0.0816,0.0528,0.0471
2023-02-10,AAPL,2023-02-24,139.0,Put,0.48,0.5,0.3445,-0.0987,0.0171,-0.0616,0.0514,-0.0055
2023-02-10,AAPL,2023-02-24,142.0,Call,9.95,10.2,0.3293,0.8446,0.0245,-0.0979,0.0706,0.0450
2023-02-10,AAPL,2023-02-24,142.0,Put,0.79,0.96,0.3374,-0.1611,0.0246,-0.0845,0.0713,-0.0089
2023-02-10,AAPL,2023-02-24,145.0,Call,7.25,8.0,0.318,0.7617,0.0329,-0.1176,0.0916,0.0412
2023-02-10,AAPL,2023-02-24,145.0,Put,1.3,1.35,0.3135,-0.2364,0.0335,-0.0981,0.0919,-0.0128
2023-02-10,AAPL,2023-02-24,148.0,Call,5.35,5.45,0.3022,0.6553,0.0412,-0.1294,0.1089,0.0359
2023-02-10,AAPL,2023-02-24,148.0,Put,2.13,2.18,0.3035,-0.347,0.0416,-0.1126,0.1088,-0.0184
2023-02-10,AAPL,2023-02-24,150.0,Call,4.1,4.2,0.2959,0.5696,0.0449,-0.1332,0.1162,0.0314
2023-02-10,AAPL,2023-02-24,150.0,Put,2.89,2.95,0.2984,-0.4335,0.0452,-0.117,0.1158,-0.0223
2023-02-10,AAPL,2023-02-24,155.0,Call,1.8,1.85,0.2815,0.3397,0.044,-0.1152,0.1083,0.0190
2023-02-10,AAPL,2023-02-24,155.0,Put,5.3,5.65,0.2719,-0.6732,0.0463,-0.0935,0.1084,-0.0305
2023-02-10,AAPL,2023-02-24,157.5,Call,1.07,1.11,0.2749,0.2352,0.0378,-0.0937,0.0909,0.0132
2023-02-10,AAPL,2023-02-24,157.5,Put,6.3,8.65,0.2879,-0.7622,0.0381,-0.0831,0.0911,-0.0320
2023-02-10,AAPL,2023-02-24,160.0,Call,0.6,0.63,0.2709,0.1514,0.0293,-0.07,0.0694,0.0085
2023-02-10,AAPL,2023-02-24,160.0,Put,8.4,10.2,0.254,-0.8793,0.0306,-0.0436,0.06,-0.0279
2023-02-10,AAPL,2023-02-24,162.5,Call,0.33,0.34,0.2699,0.0921,0.0207,-0.0488,0.0488,0.0052
2023-02-10,AAPL,2023-02-24,162.5,Put,10.45,12.85,0.269,-0.9251,0.0222,-0.031,0.0438,-0.0235
2023-02-10,AAPL,2023-02-24,165.0,Call,0.18,0.19,0.273,0.0551,0.0138,-0.0332,0.0329,0.0031
2023-02-10,AAPL,2023-02-24,165.0,Put,13.9,15.25,0.3939,-0.8701,0.0196,-0.0765,0.0623,-0.0323
2023-02-10,AAPL,2023-02-24,170.0,Call,0.05,0.06,0.2819,0.0185,0.0054,-0.0138,0.0134,0.0010
2023-02-10,AAPL,2023-02-24,170.0,Put,17.6,20.35,0.2819,-1.0,0.0005,0.0,0.0,0.0000
2023-02-10,AAPL,2023-02-24,172.5,Call,0.03,0.04,0.293,0.0119,0.0036,-0.0098,0.0092,0.0007
2023-02-10,AAPL,2023-02-24,172.5,Put,20.2,22.7,0.293,-1.0,0.0,0.0,0.0,0.0000
2023-02-10,AAPL,2023-02-24,177.5,Call,0.02,0.04,0.293,0.0029,0.001,-0.0028,0.0026,0.0002
2023-02-10,AAPL,2023-02-24,177.5,Put,25.25,27.7,0.293,-1.0,0.0,0.0,0.0,0.0000
2023-02-10,AAPL,2023-02-24,180.0,Call,0.01,0.04,0.293,0.0013,0.0005,-0.0014,0.0013,0.0001
2023-02-10,AAPL,2023-02-24,180.0,Put,27.75,30.2,0.293,-1.0,0.0,0.0,0.0,0.0000
2023-02-10,AAPL,2023-02-24,185.0,Call,0.01,0.02,0.293,0.0003,0.0001,-0.0003,0.0003,0.0000
2023-02-10,AAPL,2023-02-24,185.0,Put,32.75,35.2,0.293,-1.0,0.0,0.0,0.0,0.0000
2023-02-10,AAPL,2023-02-24,190.0,Call,0.0,0.18,0.293,0.0,0.0,-0.0001,0.0,0.0000
2023-02-10,AAPL,2023-02-24,190.0,Put,37.75,40.2,0.293,-1.0,0.0,0.0,0.0,0.0000
2023-02-10,AAPL,2023-02-24,195.0,Call,0.0,0.02,0.293,0.0,0.0,0.0,0.0,0.0000
2023-02-10,AAPL,2023-02-24,195.0,Put,42.75,45.15,0.293,-1.0,0.0,0.0,0.0,0.0000
2023-02-10,AAPL,2023-03-10,105.0,Call,45.6,47.75,0.7087,0.9755,0.0019,-0.0432,0.0241,0.0772
2023-02-10,AAPL,2023-03-10,105.0,Put,0.05,0.07,0.5617,-0.0074,0.0009,-0.0084,0.0086,-0.0009
2023-02-10,AAPL,2023-03-10,110.0,Call,40.6,42.75,0.6241,0.9738,0.0023,-0.0417,0.0254,0.0808
2023-02-10,AAPL,2023-03-10,110.0,Put,0.07,0.1,0.5207,-0.0109,0.0013,-0.011,0.012,-0.0013
2023-02-10,AAPL,2023-03-10,115.0,Call,35.65,37.55,0.5125,0.9781,0.0024,-0.0341,0.0219,0.0852
2023-02-10,AAPL,2023-03-10,115.0,Put,0.11,0.13,0.4796,-0.016,0.002,-0.014,0.0168,-0.0019
2023-02-10,AAPL,2023-03-10,121.0,Call,29.8,31.9,0.5011,0.9546,0.0046,-0.05,0.0399,0.0869
2023-02-10,AAPL,2023-03-10,121.0,Put,0.18,0.23,0.4389,-0.0279,0.0035,-0.0204,0.0268,-0.0034
2023-02-10,AAPL,2023-03-10,125.0,Call,25.5,28.0,0.413,0.9591,0.0051,-0.042,0.0367,0.0906
2023-02-10,AAPL,2023-03-10,125.0,Put,0.26,0.28,0.4051,-0.0382,0.0049,-0.0243,0.0347,-0.0046
2023-02-10,AAPL,2023-03-10,128.0,Call,22.95,24.0,0.2333,0.9959,0.0012,-0.0182,0.005,0.0973
2023-02-10,AAPL,2023-03-10,128.0,Put,0.34,0.37,0.3846,-0.0506,0.0065,-0.0289,0.0436,-0.0061
2023-02-10,AAPL,2023-03-10,132.0,Call,19.25,20.85,0.3668,0.9207,0.0096,-0.0555,0.0617,0.0913
2023-02-10,AAPL,2023-03-10,132.0,Put,0.52,0.55,0.3603,-0.0758,0.0095,-0.0371,0.0596,-0.0086
2023-02-10,AAPL,2023-03-10,136.0,Call,15.6,16.45,0.2995,0.9109,0.0129,-0.0514,0.0674,0.0932
2023-02-10,AAPL,2023-03-10,136.0,Put,0.82,0.86,0.3402,-0.116,0.0138,-0.0476,0.086,-0.0130
2023-02-10,AAPL,2023-03-10,139.0,Call,12.85,13.85,0.2915,0.8667,0.0177,-0.0617,0.09,0.0901
2023-02-10,AAPL,2023-03-10,139.0,Put,1.18,1.37,0.3348,-0.1646,0.0178,-0.0591,0.1077,-0.0182
2023-02-10,AAPL,2023-03-10,142.0,Call,11.0,11.45,0.3174,0.7835,0.0221,-0.0831,0.1227,0.0821
2023-02-10,AAPL,2023-03-10,142.0,Put,1.53,1.74,0.3102,-0.213,0.0226,-0.0637,0.1229,-0.0233
2023-02-10,AAPL,2023-03-10,145.0,Call,8.2,9.05,0.2853,0.7252,0.028,-0.0838,0.1395,0.0774
2023-02-10,AAPL,2023-03-10,145.0,Put,2.4,2.66,0.3141,-0.293,0.0265,-0.0757,0.1449,-0.0315
2023-02-10,AAPL,2023-03-10,148.0,Call,6.65,7.0,0.2946,0.6297,0.0307,-0.0943,0.1579,0.0677
2023-02-10,AAPL,2023-03-10,148.0,Put,3.3,3.45,0.2979,-0.3748,0.0309,-0.078,0.1583,-0.0392
2023-02-10,AAPL,2023-03-10,150.0,Call,5.6,5.75,0.2932,0.5663,0.0321,-0.0963,0.1645,0.0612
2023-02-10,AAPL,2023-03-10,150.0,Put,4.15,4.25,0.295,-0.4384,0.0325,-0.0796,0.1651,-0.0448
2023-02-10,AAPL,2023-03-10,155.0,Call,3.15,3.5,0.2877,0.404,0.0322,-0.0905,0.162,0.0442
2023-02-10,AAPL,2023-03-10,155.0,Put,6.6,6.8,0.2793,-0.6082,0.0341,-0.0706,0.1597,-0.0567
2023-02-10,AAPL,2023-03-10,157.5,Call,2.09,2.5,0.2749,0.3198,0.0311,-0.0792,0.1495,0.0353
2023-02-10,AAPL,2023-03-10,157.5,Put,8.15,9.15,0.2972,-0.6752,0.0303,-0.0696,0.15,-0.0604
2023-02-10,AAPL,2023-03-10,160.0,Call,1.54,1.91,0.2805,0.2546,0.0274,-0.0719,0.1342,0.0282
2023-02-10,AAPL,2023-03-10,160.0,Put,9.8,11.4,0.3055,-0.7371,0.0271,-0.0637,0.1387,-0.0623
2023-02-10,AAPL,2023-03-10,162.5,Call,1.04,1.08,0.2661,0.1813,0.0237,-0.0557,0.1102,0.0202
2023-02-10,AAPL,2023-03-10,162.5,Put,10.8,13.45,0.2645,-0.8394,0.0254,-0.0379,0.1049,-0.0562
2023-02-10,AAPL,2023-03-10,165.0,Call,0.67,0.71,0.2633,0.1292,0.0191,-0.0438,0.0881,0.0144
2023-02-10,AAPL,2023-03-10,165.0,Put,13.9,15.6,0.3126,-0.8421,0.0208,-0.0456,0.0999,-0.0592
2023-02-10,AAPL,2023-03-10,170.0,Call,0.29,0.31,0.2659,0.0638,0.0112,-0.026,0.0522,0.0072
2023-02-10,AAPL,2023-03-10,170.0,Put,17.7,20.3,0.2506,-0.9848,0.0118,-0.0038,0.0191,-0.0100
2023-02-10,AAPL,2023-03-10,172.5,Call,0.19,0.21,0.2691,0.0445,0.0083,-0.0197,0.0393,0.0050
2023-02-10,AAPL,2023-03-10,172.5,Put,20.25,22.65,0.2691,-0.9917,0.0087,-0.0029,0.0122,-0.0032
2023-02-10,AAPL,2023-03-10,177.5,Call,0.08,0.1,0.2769,0.0215,0.0044,-0.0111,0.0215,0.0024
2023-02-10,AAPL,2023-03-10,177.5,Put,25.15,27.75,0.2769,-1.0,0.0,0.0,0.0,0.0000
2023-02-10,AAPL,2023-03-10,180.0,Call,0.05,0.07,0.2806,0.0148,0.0032,-0.0081,0.0157,0.0017
2023-02-10,AAPL,2023-03-10,180.0,Put,27.65,30.3,0.2806,-1.0,0.0,0.0,0.0,0.0000
2023-02-10,AAPL,2023-03-10,185.0,Call,0.03,0.05,0.3023,0.0096,0.002,-0.006,0.0108,0.0011
2023-02-10,AAPL,2023-03-10,185.0,Put,32.7,35.25,0.3023,-1.0,0.0,0.0,0.0,0.0000
2023-02-10,AAPL,2023-03-10,190.0,Call,0.03,0.04,0.3317,0.0079,0.0016,-0.0055,0.009,0.0009
2023-02-10,AAPL,2023-03-10,190.0,Put,37.7,40.25,0.3317,-1.0,0.0,0.0,0.0,0.0000
2023-02-10,AAPL,2023-03-10,195.0,Call,0.02,0.08,0.3317,0.0035,0.0008,-0.0027,0.0044,0.0004
2023-02-10,AAPL,2023-03-10,195.0,Put,42.7,45.25,0.3317,-1.0,0.0,0.0,0.0,0.0000
2023-02-10,AAPL,2023-03-31,105.0,Call,45.2,48.4,0.395,0.9957,0.0006,-0.0161,0.007,0.1390
2023-02-10,AAPL,2023-03-31,105.0,Put,0.14,2.29,0.4925,-0.0162,0.0015,-0.0109,0.0224,-0.0035
2023-02-10,AAPL,2023-03-31,110.0,Call,40.1,43.5,0.3805,0.9915,0.0011,-0.0188,0.0127,0.1448
2023-02-10,AAPL,2023-03-31,110.0,Put,0.2,2.35,0.4615,-0.0229,0.0021,-0.0137,0.0301,-0.0050
2023-02-10,AAPL,2023-03-31,115.0,Call,35.3,38.4,0.3661,0.9841,0.002,-0.0226,0.0221,0.1499
2023-02-10,AAPL,2023-03-31,115.0,Put,0.29,0.35,0.4306,-0.0324,0.003,-0.017,0.0401,-0.0070
2023-02-10,AAPL,2023-03-31,120.0,Call,30.5,33.55,0.3616,0.9678,0.0036,-0.0294,0.0399,0.1531
2023-02-10,AAPL,2023-03-31,120.0,Put,0.44,0.48,0.4031,-0.047,0.0044,-0.0215,0.0549,-0.0095
2023-02-10,AAPL,2023-03-31,125.0,Call,26.0,28.45,0.3412,0.948,0.0056,-0.0354,0.0589,0.1555
2023-02-10,AAPL,2023-03-31,125.0,Put,0.66,0.72,0.3793,-0.0701,0.0064,-0.0275,0.0755,-0.0141
2023-02-10,AAPL,2023-03-31,130.0,Call,21.55,24.05,0.351,0.8995,0.0091,-0.0494,0.0974,0.1516
2023-02-10,AAPL,2023-03-31,130.0,Put,0.98,1.09,0.3563,-0.104,0.0092,-0.0344,0.0997,-0.0206
2023-02-10,AAPL,2023-03-31,132.0,Call,20.85,22.2,0.3878,0.856,0.0106,-0.0635,0.1254,0.1445
2023-02-10,AAPL,2023-03-31,132.0,Put,1.21,1.28,0.3496,-0.1229,0.0106,-0.0379,0.1127,-0.0243
2023-02-10,AAPL,2023-03-31,136.0,Call,15.85,18.35,0.2966,0.859,0.0136,-0.0519,0.1237,0.1510
2023-02-10,AAPL,2023-03-31,136.0,Put,0.29,1.8,0.2966,-0.1421,0.0138,-0.0351,0.126,-0.0275
2023-02-10,AAPL,2023-03-31,139.0,Call,13.9,16.25,0.3212,0.793,0.0161,-0.0653,0.158,0.1404
2023-02-10,AAPL,2023-03-31,139.0,Put,2.23,2.37,0.3265,-0.2121,0.0162,-0.0497,0.1649,-0.0408
2023-02-10,AAPL,2023-03-31,142.0,Call,12.45,13.05,0.3126,0.742,0.0187,-0.0698,0.1787,0.1332
2023-02-10,AAPL,2023-03-31,142.0,Put,2.9,3.05,0.3178,-0.2636,0.0188,-0.054,0.1788,-0.0500
2023-02-10,AAPL,2023-03-31,145.0,Call,10.25,11.3,0.3139,0.6792,0.0206,-0.0752,0.198,0.1231
2023-02-10,AAPL,2023-03-31,145.0,Put,3.75,3.95,0.3113,-0.3237,0.0212,-0.0575,0.199,-0.0603
2023-02-10,AAPL,2023-03-31,148.0,Call,8.15,9.45,0.3055,0.6149,0.0226,-0.0767,0.2114,0.1127
2023-02-10,AAPL,2023-03-31,148.0,Put,4.75,5.0,0.3033,-0.39,0.0234,-0.059,0.213,-0.0708
2023-02-10,AAPL,2023-03-31,150.0,Call,7.0,8.0,0.2957,0.5691,0.024,-0.0757,0.2173,0.1052
2023-02-10,AAPL,2023-03-31,150.0,Put,5.55,5.75,0.297,-0.4376,0.0246,-0.0586,0.2177,-0.0778
2023-02-10,AAPL,2023-03-31,155.0,Call,4.85,5.05,0.2849,0.4453,0.0251,-0.0716,0.2185,0.0835
2023-02-10,AAPL,2023-03-31,155.0,Put,7.75,9.05,0.2994,-0.5601,0.0248,-0.0575,0.2169,-0.0937
2023-02-10,AAPL,2023-03-31,157.5,Call,3.75,4.0,0.2782,0.3819,0.0248,-0.0668,0.2109,0.0721
2023-02-10,AAPL,2023-03-31,157.5,Put,9.15,10.05,0.2818,-0.6297,0.0257,-0.0503,0.2071,-0.0988
2023-02-10,AAPL,2023-03-31,160.0,Call,2.92,3.1,0.2741,0.3215,0.0236,-0.0613,0.1982,0.0611
2023-02-10,AAPL,2023-03-31,160.0,Put,10.75,11.8,0.2787,-0.6917,0.0247,-0.0451,0.1949,-0.1018
2023-02-10,AAPL,2023-03-31,162.5,Call,2.19,2.81,0.2816,0.2747,0.0214,-0.0581,0.1844,0.0523
2023-02-10,AAPL,2023-03-31,162.5,Put,11.55,14.8,0.2804,-0.746,0.0229,-0.0402,0.1771,-0.1020
2023-02-10,AAPL,2023-03-31,165.0,Call,1.62,1.8,0.2667,0.2135,0.0197,-0.0478,0.161,0.0410
2023-02-10,AAPL,2023-03-31,165.0,Put,13.55,16.75,0.2791,-0.798,0.0211,-0.0339,0.156,-0.0988
2023-02-10,AAPL,2023-03-31,170.0,Call,0.85,1.38,0.2783,0.147,0.0149,-0.0389,0.1272,0.0283
2023-02-10,AAPL,2023-03-31,170.0,Put,18.0,21.15,0.2899,-0.8711,0.0168,-0.0247,0.118,-0.0865
2023-02-10,AAPL,2023-03-31,172.5,Call,0.6,2.77,0.273,0.1116,0.0126,-0.0314,0.1051,0.0216
2023-02-10,AAPL,2023-03-31,172.5,Put,20.2,23.55,0.301,-0.8935,0.0148,-0.0219,0.1031,-0.0808
2023-02-10,AAPL,2023-03-31,177.5,Call,0.33,0.37,0.2624,0.0584,0.008,-0.0184,0.0645,0.0113
2023-02-10,AAPL,2023-03-31,177.5,Put,25.0,28.5,0.3231,-0.9272,0.0118,-0.017,0.0764,-0.0675
2023-02-10,AAPL,2023-03-31,180.0,Call,0.21,0.28,0.2619,0.0429,0.0063,-0.0143,0.0505,0.0084
2023-02-10,AAPL,2023-03-31,180.0,Put,27.55,30.95,0.344,-0.9308,0.0106,-0.0175,0.0756,-0.0677
2023-02-10,AAPL,2023-03-31,185.0,Call,0.12,0.18,0.2719,0.027,0.0042,-0.0101,0.0345,0.0053
2023-02-10,AAPL,2023-03-31,185.0,Put,32.6,35.9,0.3835,-0.9367,0.0089,-0.0185,0.0671,-0.0684
2023-02-10,AAPL,2023-03-31,190.0,Call,0.07,0.12,0.2822,0.0174,0.0028,-0.0072,0.0238,0.0034
2023-02-10,AAPL,2023-03-31,190.0,Put,37.8,40.9,0.4365,-0.9306,0.0078,-0.0233,0.0712,-0.0784
2023-02-10,AAPL,2023-03-31,195.0,Call,0.04,0.08,0.2822,0.0091,0.0016,-0.0041,0.0136,0.0018
2023-02-10,AAPL,2023-03-31,195.0,Put,42.55,45.95,0.4365,-0.9591,0.0065,-0.0144,0.0503,-0.0543
2023-02-13,AAPL,2023-02-24,110.0,Call,42.95,44.95,0.6577,0.9987,0.0002,-0.0173,0.0012,0.0330
2023-02-13,AAPL,2023-02-24,110.0,Put,0.01,0.04,0.6577,-0.0013,0.0002,-0.0034,0.0012,-0.0001
2023-02-13,AAPL,2023-02-24,113.0,Call,40.0,41.85,0.6577,0.9972,0.0005,-0.021,0.0023,0.0339
2023-02-13,AAPL,2023-02-24,113.0,Put,0.01,0.04,0.6577,-0.0028,0.0005,-0.0068,0.0023,-0.0001
2023-02-13,AAPL,2023-02-24,115.0,Call,38.05,39.95,0.6577,0.9956,0.0007,-0.0248,0.0034,0.0344
2023-02-13,AAPL,2023-02-24,115.0,Put,0.02,0.03,0.6577,-0.0044,0.0007,-0.0102,0.0034,-0.0002
2023-02-13,AAPL,2023-02-24,119.0,Call,34.0,36.0,0.6077,0.9938,0.0011,-0.0278,0.0047,0.0355
2023-02-13,AAPL,2023-02-24,119.0,Put,0.01,0.04,0.6077,-0.0062,0.0011,-0.0128,0.0047,-0.0003
2023-02-13,AAPL,2023-02-24,123.0,Call,29.75,32.25,0.5577,0.9912,0.0016,-0.0315,0.0063,0.0366
2023-02-13,AAPL,2023-02-24,123.0,Put,0.04,0.05,0.5577,-0.0088,0.0016,-0.0159,0.0063,-0.0004
2023-02-13,AAPL,2023-02-24,127.0,Call,26.1,28.0,0.4495,0.9941,0.0014,-0.0251,0.0045,0.0379
2023-02-13,AAPL,2023-02-24,127.0,Put,0.06,0.07,0.5118,-0.0132,0.0025,-0.0208,0.0091,-0.0006
2023-02-13,AAPL,2023-02-24,131.0,Call,22.1,24.05,0.4149,0.9889,0.0026,-0.031,0.0078,0.0389
2023-02-13,AAPL,2023-02-24,131.0,Put,0.09,0.1,0.4652,-0.0202,0.0039,-0.0272,0.0131,-0.0010
2023-02-13,AAPL,2023-02-24,135.0,Call,18.9,19.4,0.4017,0.9732,0.0058,-0.0467,0.0165,0.0393
2023-02-13,AAPL,2023-02-24,135.0,Put,0.15,0.17,0.4274,-0.0345,0.0067,-0.039,0.0204,-0.0016
2023-02-13,AAPL,2023-02-24,138.0,Call,16.0,17.1,0.4756,0.9155,0.0122,-0.1052,0.0414,0.0374
